dias;Appliances;lights;T1;RH_1;T2;RH_2;T3;RH_3;T4;RH_4;T5;RH_5;T6;RH_6;T7;RH_7;T8;RH_8;T9;RH_9;T_out;Press_mm_hg;RH_out;Windspeed;Visibility;Tdewpoint;rv1;rv2
Terca;410;20;25,39;39,33;26,17;35,40;26,50;37,79;25,70;38,83;23,50;42,70;25,67;1,00;24,20;36,97;24,50;43,44;23,60;40,90;23,35;752,30;42,50;3,00;40,00;9,75;49,39;49,39
Terca;540;20;25,39;40,26;26,10;35,47;26,47;37,79;25,70;38,70;23,50;42,76;25,42;1,00;24,20;37,00;24,56;43,41;23,60;40,86;23,23;752,27;42,33;3,00;40,00;9,57;11,22;11,22
Terca;310;20;25,46;41,92;26,10;35,99;26,39;37,83;25,67;38,96;23,50;42,83;24,99;1,00;24,26;36,93;24,62;43,50;23,60;40,79;23,12;752,23;42,17;3,00;40,00;9,38;38,54;38,54
Terca;110;10;25,50;43,39;26,10;36,86;26,39;38,04;25,67;39,36;23,50;43,03;24,73;1,00;24,20;36,90;24,70;43,97;23,60;40,79;23,00;752,20;42,00;3,00;40,00;9,20;31,24;31,24
Terca;110;10;25,50;44,27;25,96;37,43;26,39;38,16;25,60;39,73;23,50;43,36;24,32;1,00;24,20;36,97;24,74;43,83;23,60;40,79;22,87;752,18;42,50;3,00;40,00;9,27;49,28;49,28
Terca;110;20;25,60;43,83;25,82;37,90;26,44;38,23;25,60;39,79;23,57;43,63;23,67;1,00;24,20;37,19;24,79;44,24;23,60;41,00;22,73;752,17;43,00;3,00;40,00;9,33;31,14;31,14
Terca;120;20;25,60;43,57;25,70;38,66;26,50;38,33;25,60;40,13;23,53;43,93;23,05;1,00;24,26;37,53;24,85;44,73;23,60;41,00;22,60;752,15;43,50;3,00;40,00;9,40;3,71;3,71
Terca;160;30;25,60;43,13;25,70;38,86;26,50;38,47;25,60;40,66;23,57;47,52;22,30;1,00;24,20;37,80;24,89;44,93;23,60;41,23;22,47;752,13;44,00;3,00;40,00;9,47;48,66;48,66
Terca;110;20;25,60;42,86;25,70;38,70;26,52;38,59;25,60;41,07;23,76;56,77;21,77;1,02;24,20;38,06;25,00;45,00;23,60;41,62;22,33;752,12;44,50;3,00;40,00;9,53;27,55;27,55
Terca;120;20;25,60;42,70;25,60;38,73;26,60;38,59;25,60;41,47;23,79;55,36;21,39;1,31;24,20;38,36;25,01;45,18;23,60;41,79;22,20;752,10;45,00;3,00;40,00;9,60;44,35;44,35
Terca;110;10;25,60;42,70;25,60;38,79;26,60;38,66;25,63;41,73;23,73;56,03;20,96;2,28;24,20;38,63;25,10;45,25;23,60;41,88;21,93;752,13;46,83;2,83;40,00;9,90;9,42;9,42
Terca;110;0;25,60;42,63;25,57;38,83;26,60;38,65;25,70;41,79;23,70;55,59;20,68;3,15;24,20;38,79;25,17;45,32;23,60;42,07;21,67;752,17;48,67;2,67;40,00;10,20;20,49;20,49
Terca;110;0;25,60;42,70;25,50;38,97;26,60;38,72;25,70;41,66;23,70;54,93;20,40;4,19;24,29;39,05;25,24;45,40;23,60;42,24;21,40;752,20;50,50;2,50;40,00;10,50;20,50;20,50
Terca;100;0;25,50;42,70;25,50;39,13;26,60;38,79;25,70;41,46;23,70;53,32;20,10;4,80;24,20;39,13;25,30;45,46;23,60;42,40;21,13;752,23;52,33;2,33;40,00;10,80;39,99;39,99
Terca;110;0;25,57;42,70;25,43;39,33;26,60;38,90;25,70;41,40;23,70;52,40;19,79;5,35;24,20;39,26;25,39;45,52;23,60;42,50;20,87;752,27;54,17;2,17;40,00;11,10;20,00;20,00
Terca;100;0;25,50;42,79;25,39;39,43;26,60;38,90;25,60;41,29;23,60;51,46;19,57;5,83;24,20;39,40;25,39;45,62;23,60;42,55;20,60;752,30;56,00;2,00;40,00;11,40;24,64;24,64
Terca;100;0;25,50;42,74;25,39;39,63;26,60;38,96;25,60;41,29;23,60;50,93;19,41;6,51;24,20;39,40;25,43;45,79;23,60;42,61;20,38;752,32;56,83;2,00;38,17;11,42;44,86;44,86
Terca;100;0;25,50;42,79;25,29;39,77;26,60;38,96;25,50;41,29;23,60;50,40;19,23;7,18;24,20;39,53;25,47;45,79;23,60;42,70;20,17;752,33;57,67;2,00;36,33;11,43;14,99;14,99
Terca;120;20;25,50;42,79;25,29;39,97;26,56;39,09;25,50;41,23;23,60;49,93;19,06;8,35;24,20;39,55;25,50;45,81;23,60;42,70;19,95;752,35;58,50;2,00;34,50;11,45;38,49;38,49
Terca;80;20;25,50;42,79;25,20;40,09;26,50;39,11;25,50;41,36;23,60;49,53;18,94;9,80;24,20;39,66;25,50;45,95;23,60;42,78;19,73;752,37;59,33;2,00;32,67;11,47;32,37;32,37
Terca;70;20;25,50;42,76;25,13;40,22;26,56;39,20;25,57;41,50;23,60;49,27;18,89;10,32;24,20;39,66;25,60;46,09;23,60;42,79;19,52;752,38;60,17;2,00;30,83;11,48;2,37;2,37
Terca;70;30;25,50;42,70;25,10;40,33;26,60;39,20;25,63;41,63;23,60;49,00;18,79;10,66;24,20;39,59;25,60;46,31;23,60;42,82;19,30;752,40;61,00;2,00;29,00;11,50;16,90;16,90
Terca;70;20;25,50;42,59;25,03;40,47;26,60;39,29;25,70;41,56;23,60;48,93;18,60;12,06;24,20;39,63;25,69;46,58;23,60;43,00;19,33;752,47;60,50;2,33;30,83;11,43;41,25;41,25
Terca;70;20;25,50;42,59;24,89;40,63;26,60;39,29;25,70;41,79;23,50;48,79;18,50;12,47;24,20;39,70;25,70;46,88;23,60;43,14;19,37;752,53;60,00;2,67;32,67;11,37;6,70;6,70
Terca;70;20;25,50;42,59;24,89;40,76;26,61;39,37;25,70;41,86;23,50;48,73;18,37;13,22;24,20;39,70;25,70;47,03;23,60;43,25;19,40;752,60;59,50;3,00;34,50;11,30;30,71;30,71
Terca;80;20;25,50;42,53;24,79;40,83;26,70;39,40;25,79;41,90;23,60;48,59;18,26;13,59;24,20;39,70;25,70;47,24;23,60;43,37;19,43;752,67;59,00;3,33;36,33;11,23;34,77;34,77
Terca;70;30;25,50;42,59;24,79;40,97;26,70;39,40;25,79;41,90;23,60;48,59;18,16;15,24;24,20;39,73;25,61;47,37;23,60;43,50;19,47;752,73;58,50;3,67;38,17;11,17;28,84;28,84
Terca;70;20;25,43;42,59;24,70;41,23;26,70;39,44;25,82;41,79;23,55;48,55;18,03;17,78;24,20;39,79;25,60;47,58;23,60;43,57;19,50;752,80;58,00;4,00;40,00;11,10;46,28;46,28
Terca;80;20;25,39;42,59;24,63;41,34;26,70;39,50;25,89;41,79;23,60;48,50;17,87;19,83;24,20;39,90;25,60;47,80;23,60;43,72;19,35;752,85;59,50;3,83;40,00;11,30;42,92;42,92
Terca;70;20;25,39;42,66;24,60;41,56;26,70;39,52;25,89;41,76;23,60;48,50;17,70;21,88;24,20;39,97;25,60;48,00;23,60;43,87;19,20;752,90;61,00;3,67;40,00;11,50;12,95;12,95
Terca;70;20;25,39;42,70;24,50;41,73;26,70;39,59;25,96;42,03;23,57;48,40;17,46;25,57;24,20;40,09;25,60;48,18;23,60;44,04;19,05;752,95;62,50;3,50;40,00;11,70;18,04;18,04
Terca;80;30;25,39;42,70;24,50;41,86;26,70;39,59;26,00;42,20;23,57;48,40;17,36;26,96;24,20;40,16;25,60;48,40;23,60;44,15;18,90;753,00;64,00;3,33;40,00;11,90;37,06;37,06
Terca;60;10;25,39;42,70;24,39;41,93;26,70;39,61;26,00;42,26;23,57;48,40;17,23;27,77;24,20;40,23;25,60;48,54;23,60;44,28;18,75;753,05;65,50;3,17;40,00;12,10;32,68;32,68
Terca;60;0;25,39;42,83;24,39;42,13;26,72;39,66;26,10;42,26;23,57;48,40;17,10;29,15;24,20;40,36;25,60;49,00;23,60;44,43;18,60;753,10;67,00;3,00;40,00;12,30;41,04;41,04
Terca;60;0;25,32;43,09;24,29;42,33;26,75;39,67;26,10;42,12;23,50;48,40;16,92;30,18;24,20;40,40;25,59;49,30;23,70;44,63;18,33;753,10;69,00;3,17;40,00;12,48;1,26;1,26
Terca;60;0;25,39;43,09;24,29;42,47;26,75;39,70;26,03;42,09;23,57;48,40;16,79;30,79;24,20;40,47;25,56;49,66;23,66;44,81;18,07;753,10;71,00;3,33;40,00;12,67;16,92;16,92
Terca;60;0;25,29;43,09;24,26;42,59;26,76;39,70;26,00;42,09;23,50;48,29;16,64;31,30;24,20;40,59;25,53;50,00;23,65;45,05;17,80;753,10;73,00;3,50;40,00;12,85;20,28;20,28
Terca;50;0;25,29;43,09;24,20;42,66;26,75;39,70;25,93;41,76;23,50;48,29;16,52;31,98;24,20;40,59;25,50;50,29;23,70;45,28;17,53;753,10;75,00;3,67;40,00;13,03;7,48;7,48
Terca;70;0;25,29;43,09;24,10;42,79;26,75;39,76;25,89;41,70;23,53;48,29;16,32;32,50;24,20;40,59;25,53;50,44;23,70;45,43;17,27;753,10;77,00;3,83;40,00;13,22;29,25;29,25
Quarta;50;0;25,29;43,09;24,10;42,86;26,79;39,79;25,89;41,70;23,53;48,29;16,24;34,41;24,20;40,63;25,50;50,54;23,70;45,59;17,00;753,10;79,00;4,00;40,00;13,40;41,29;41,29
Quarta;50;0;25,29;43,09;24,07;43,00;26,79;39,79;25,79;41,70;23,50;48,29;16,25;34,84;24,20;40,70;25,50;50,50;23,66;45,71;16,88;753,07;79,83;3,67;40,00;13,43;44,42;44,42
Quarta;60;0;25,29;43,13;24,00;43,00;26,79;39,79;25,79;41,76;23,50;48,29;16,24;35,28;24,20;40,70;25,50;50,59;23,70;45,98;16,77;753,03;80,67;3,33;40,00;13,47;32,35;32,35
Quarta;50;0;25,23;43,20;24,00;43,20;26,79;39,84;25,76;41,79;23,50;48,29;16,20;36,35;24,20;40,76;25,50;50,67;23,70;46,12;16,65;753,00;81,50;3,00;40,00;13,50;46,71;46,71
Quarta;50;0;25,26;43,20;24,00;43,26;26,79;39,90;25,70;41,86;23,50;48,29;16,10;37,20;24,20;40,83;25,50;50,86;23,70;46,29;16,53;752,97;82,33;2,67;40,00;13,53;20,03;20,03
Quarta;50;0;25,20;43,20;23,89;43,43;26,79;39,91;25,70;41,90;23,50;48,43;16,09;37,87;24,20;40,90;25,50;50,90;23,70;46,44;16,42;752,93;83,17;2,33;40,00;13,57;12,71;12,71
Quarta;50;0;25,20;43,29;23,89;43,56;26,74;40,00;25,70;41,97;23,50;48,56;15,98;39,15;24,20;40,90;25,43;50,79;23,70;46,58;16,30;752,90;84,00;2,00;40,00;13,60;48,19;48,19
Quarta;50;0;25,20;43,29;23,86;43,66;26,70;40,00;25,70;42,00;23,50;48,70;15,83;40,27;24,20;40,97;25,42;50,74;23,70;46,76;16,22;752,88;84,83;2,17;36,83;13,65;24,68;24,68
Quarta;50;0;25,20;43,29;23,79;43,66;26,77;40,00;25,70;42,06;23,50;48,70;15,76;41,37;24,20;41,03;25,43;50,68;23,74;47,00;16,13;752,87;85,67;2,33;33,67;13,70;27,34;27,34
Quarta;60;0;25,20;43,36;23,75;43,84;26,70;40,03;25,60;42,13;23,50;48,70;15,68;42,03;24,20;41,09;25,39;50,59;23,73;47,14;16,05;752,85;86,50;2,50;30,50;13,75;3,50;3,50
Quarta;50;0;25,17;43,40;23,70;44,03;26,70;40,00;25,60;42,20;23,53;48,59;15,60;42,69;24,20;41,18;25,39;50,50;23,79;47,28;15,97;752,83;87,33;2,67;27,33;13,80;41,47;41,47
Quarta;70;0;25,10;43,40;23,70;44,09;26,73;40,08;25,60;42,29;23,53;48,59;15,50;43,13;24,20;41,20;25,39;50,56;23,79;47,47;15,88;752,82;88,17;2,83;24,17;13,85;3,29;3,29
Quarta;60;0;25,10;43,50;23,63;44,16;26,77;40,15;25,60;42,29;23,50;48,59;15,43;43,80;24,13;41,26;25,39;50,75;23,74;47,70;15,80;752,80;89,00;3,00;21,00;13,90;16,79;16,79
Quarta;50;0;25,10;43,56;23,63;44,29;26,75;40,20;25,60;42,40;23,50;48,59;15,36;44,60;24,20;41,29;25,39;50,92;23,79;47,85;15,68;752,75;90,00;2,83;21,00;13,97;36,02;36,02
Quarta;70;0;25,10;43,59;23,60;44,33;26,79;40,20;25,53;42,47;23,50;48,59;15,30;45,20;24,16;41,31;25,39;51,03;23,79;48,09;15,57;752,70;91,00;2,67;21,00;14,03;0,19;0,19
Quarta;50;0;25,10;43,59;23,60;44,47;26,79;40,25;25,50;42,50;23,50;48,59;15,26;46,23;24,20;41,40;25,39;51,29;23,79;48,32;15,45;752,65;92,00;2,50;21,00;14,10;1,45;1,45
Quarta;60;0;25,10;43,70;23,50;44,63;26,79;40,28;25,50;42,50;23,50;48,63;15,19;47,42;24,20;41,40;25,39;51,29;23,79;48,50;15,33;752,60;93,00;2,33;21,00;14,17;39,60;39,60
Quarta;50;0;25,10;43,70;23,50;44,70;26,79;40,29;25,50;42,50;23,50;48,76;15,13;48,06;24,20;41,44;25,39;51,29;23,79;48,64;15,22;752,55;94,00;2,17;21,00;14,23;43,36;43,36
Quarta;70;0;25,10;43,79;23,50;44,83;26,79;40,29;25,50;42,50;23,50;48,83;15,10;48,63;24,20;41,50;25,39;51,29;23,79;48,72;15,10;752,50;95,00;2,00;21,00;14,30;15,60;15,60
Quarta;50;0;25,07;43,83;23,50;44,90;26,79;40,29;25,50;42,56;23,50;48,90;15,03;48,97;24,20;41,50;25,33;51,29;23,79;48,87;15,05;752,43;95,33;1,83;20,83;14,30;16,08;16,08
Quarta;60;0;25,00;43,90;23,39;44,93;26,74;40,29;25,50;42,59;23,50;48,90;15,00;49,53;24,20;41,50;25,38;51,29;23,79;49,00;15,00;752,37;95,67;1,67;20,67;14,30;9,44;9,44
Quarta;50;0;25,07;43,90;23,39;45,06;26,70;40,29;25,43;42,59;23,50;48,90;14,93;50,40;24,20;41,50;25,31;51,29;23,79;49,05;14,95;752,30;96,00;1,50;20,50;14,30;10,35;10,35
Quarta;60;0;25,00;43,97;23,39;45,13;26,66;40,29;25,39;42,59;23,50;48,79;14,89;50,96;24,16;41,51;25,39;51,29;23,79;49,11;14,90;752,23;96,33;1,33;20,33;14,30;4,45;4,45
Quarta;50;0;25,00;44,00;23,39;45,20;26,60;40,29;25,39;42,59;23,50;48,79;14,89;51,50;24,14;41,59;25,39;51,09;23,79;49,20;14,85;752,17;96,67;1,17;20,17;14,30;43,72;43,72
Quarta;50;0;25,00;44,06;23,32;45,29;26,60;40,38;25,39;42,70;23,50;48,79;14,86;52,03;24,20;41,59;25,39;51,08;23,82;49,38;14,80;752,10;97,00;1,00;20,00;14,30;34,97;34,97
Quarta;50;0;25,00;44,09;23,32;45,36;26,60;40,36;25,39;42,70;23,50;48,79;14,80;52,42;24,13;41,56;25,39;50,98;23,79;49,40;14,77;752,02;97,00;1,00;20,17;14,28;34,95;34,95
Quarta;50;0;25,00;44,16;23,29;45,50;26,60;40,40;25,39;42,70;23,50;48,70;14,69;52,96;24,20;41,59;25,39;50,87;23,80;49,41;14,73;751,93;97,00;1,00;20,33;14,27;42,11;42,11
Quarta;50;0;25,00;44,20;23,29;45,56;26,50;40,40;25,39;42,70;23,50;48,70;14,69;53,30;24,20;41,54;25,39;50,66;23,83;49,46;14,70;751,85;97,00;1,00;20,50;14,25;18,21;18,21
Quarta;50;0;25,00;44,20;23,26;45,59;26,50;40,40;25,39;42,70;23,50;48,66;14,69;54,17;24,18;41,52;25,39;50,58;23,86;49,56;14,67;751,77;97,00;1,00;20,67;14,23;38,80;38,80
Quarta;50;0;24,89;44,29;23,25;45,67;26,50;40,40;25,39;42,70;23,50;48,59;14,69;54,83;24,13;41,55;25,39;50,50;23,89;49,70;14,63;751,68;97,00;1,00;20,83;14,22;47,48;47,48
Quarta;100;0;24,89;44,29;23,20;45,70;26,50;40,43;25,39;42,70;23,50;48,59;14,66;55,33;24,16;41,59;25,39;50,47;23,89;49,70;14,60;751,60;97,00;1,00;21,00;14,20;34,18;34,18
Quarta;50;0;24,89;44,33;23,20;45,77;26,50;40,50;25,39;42,70;23,50;48,59;14,66;55,86;24,17;41,59;25,39;50,40;23,85;49,72;14,63;751,55;96,83;1,33;21,67;14,18;43,88;43,88
Quarta;80;10;24,96;44,60;23,20;46,03;26,50;40,50;25,29;42,70;23,50;48,59;14,69;56,39;24,10;41,59;25,30;50,34;23,89;49,82;14,67;751,50;96,67;1,67;22,33;14,17;16,02;16,02
Quarta;60;0;25,00;44,77;23,20;46,33;26,50;40,52;25,29;42,55;23,50;48,59;14,69;56,72;24,17;41,59;25,33;50,29;23,89;49,90;14,70;751,45;96,50;2,00;23,00;14,15;32,50;32,50
Quarta;80;0;25,00;44,83;23,20;46,47;26,50;40,59;25,29;42,63;23,57;55,13;14,74;57,05;24,10;41,59;25,29;50,29;23,97;49,63;14,73;751,40;96,33;2,33;23,67;14,13;44,11;44,11
Quarta;60;10;25,00;44,73;23,20;46,59;26,50;40,59;25,29;42,70;24,26;75,13;14,83;57,33;24,11;41,59;25,29;50,20;23,89;49,59;14,77;751,35;96,17;2,67;24,33;14,12;34,85;34,85
Quarta;70;0;25,00;44,73;23,20;46,66;26,54;40,54;25,29;42,76;24,32;73,26;14,89;57,66;24,20;41,66;25,29;50,25;23,97;49,53;14,80;751,30;96,00;3,00;25,00;14,10;14,35;14,35
Quarta;70;0;25,00;44,93;23,20;46,83;26,58;40,52;25,20;43,47;24,20;72,79;15,00;57,79;24,16;41,80;25,29;50,29;24,00;49,40;14,85;751,25;95,50;3,00;27,50;14,07;23,70;23,70
Quarta;60;0;25,00;45,27;23,20;47,03;26,50;40,69;25,13;44,19;24,13;71,19;15,07;57,93;24,16;42,04;25,29;50,19;24,00;49,19;14,90;751,20;95,00;3,00;30,00;14,03;35,60;35,60
Quarta;60;10;25,00;45,50;23,10;47,36;26,46;41,04;25,17;44,46;24,00;67,96;15,13;58,07;24,17;42,25;25,29;49,81;23,96;49,02;14,95;751,15;94,50;3,00;32,50;14,00;11,54;11,54
Quarta;60;0;25,00;45,96;23,10;47,56;26,49;41,18;25,10;44,80;23,93;65,03;15,19;58,13;24,12;42,42;25,24;49,46;24,00;48,80;15,00;751,10;94,00;3,00;35,00;13,97;27,28;27,28
Quarta;60;0;24,93;46,22;23,10;47,86;26,44;41,35;25,10;45,39;23,89;61,93;15,33;58,27;24,20;42,56;25,21;49,24;24,00;48,59;15,05;751,05;93,50;3,00;37,50;13,93;34,22;34,22
Quarta;60;10;24,89;46,46;23,10;48,06;26,46;41,42;25,03;45,92;23,89;60,27;15,46;58,47;24,10;42,79;25,20;49,07;24,00;48,48;15,10;751,00;93,00;3,00;40,00;13,90;31,84;31,84
Quarta;80;0;24,89;46,72;23,10;48,30;26,42;41,53;25,00;46,29;23,89;58,46;15,63;58,47;24,19;42,95;25,20;48,93;24,00;48,32;15,18;751,00;92,67;3,00;40,00;13,93;18,03;18,03
Quarta;50;0;24,89;47,33;23,10;48,56;26,50;41,70;25,07;46,23;23,82;57,26;15,76;58,53;24,20;43,11;25,16;48,79;23,95;48,20;15,27;751,00;92,33;3,00;40,00;13,97;5,57;5,57
Quarta;60;0;24,89;47,40;23,13;48,70;26,50;41,75;25,10;46,20;23,79;56,23;15,89;58,47;24,20;43,20;25,14;48,74;23,96;48,09;15,35;751,00;92,00;3,00;40,00;14,00;33,31;33,31
Quarta;50;0;24,79;47,40;23,20;48,63;26,50;41,79;25,10;46,13;23,79;55,69;15,89;58,40;24,20;43,33;25,12;48,70;23,91;48,09;15,43;751,00;91,67;3,00;40,00;14,03;31,51;31,51
Quarta;60;0;24,79;47,40;23,20;48,50;26,50;41,87;25,10;46,06;23,79;55,13;15,86;58,36;24,20;43,46;25,13;48,62;23,98;48,04;15,52;751,00;91,33;3,00;40,00;14,07;34,58;34,58
Quarta;50;0;24,79;47,40;23,20;48,56;26,54;41,79;25,10;45,93;23,73;54,80;15,80;58,16;24,20;43,52;25,10;48,59;23,89;47,93;15,60;751,00;91,00;3,00;40,00;14,10;18,58;18,58
Quarta;60;0;24,79;47,40;23,10;48,55;26,51;41,82;25,10;45,86;23,79;54,33;15,80;58,13;24,20;43,59;25,10;48,59;23,89;47,90;15,63;751,00;90,83;3,17;36,83;14,10;5,20;5,20
Quarta;50;0;24,79;47,36;23,20;48,50;26,50;41,81;25,10;45,79;23,72;54,00;15,80;58,13;24,20;43,65;25,10;48,57;23,89;47,83;15,67;751,00;90,67;3,33;33,67;14,10;35,06;35,06
Quarta;60;0;24,79;47,29;23,20;48,50;26,50;41,82;25,10;45,79;23,76;53,60;16,20;58,79;24,20;43,73;25,10;48,50;23,89;47,79;15,70;751,00;90,50;3,50;30,50;14,10;38,90;38,90
Quarta;60;0;24,70;47,29;23,29;48,47;26,50;41,83;25,10;45,79;23,73;53,43;16,53;58,60;24,20;43,87;25,10;48,50;23,89;47,79;15,73;751,00;90,33;3,67;27,33;14,10;43,35;43,35
Quarta;60;0;24,70;47,29;23,29;48,33;26,50;41,87;25,10;45,79;23,73;53,43;16,84;57,90;24,20;44,02;25,10;48,51;23,89;47,79;15,77;751,00;90,17;3,83;24,17;14,10;46,76;46,76
Quarta;60;0;24,70;47,33;23,39;48,26;26,56;41,86;25,10;45,79;23,70;53,33;17,07;56,90;24,20;44,12;25,08;48,59;23,89;47,79;15,80;751,00;90,00;4,00;21,00;14,10;15,54;15,54
Quarta;60;0;24,70;47,33;23,39;48,20;26,53;41,90;25,10;45,79;23,76;53,13;17,40;56,77;24,20;44,24;25,03;48,59;23,89;47,79;15,90;750,98;90,00;4,00;24,17;14,20;39,97;39,97
Quarta;60;0;24,70;47,40;23,39;48,16;26,50;41,90;25,10;45,79;23,70;52,93;17,70;55,49;24,20;44,35;25,00;48,59;23,89;47,79;16,00;750,97;90,00;4,00;27,33;14,30;37,01;37,01
Quarta;50;0;24,70;47,40;23,39;48,09;26,59;41,90;25,10;45,79;23,70;52,66;17,70;54,83;24,20;44,46;25,01;48,64;23,89;47,79;16,10;750,95;90,00;4,00;30,50;14,40;45,26;45,26
Quarta;50;0;24,70;47,50;23,39;48,20;26,58;41,92;25,10;45,90;23,70;52,26;17,73;54,49;24,20;44,54;25,08;48,66;23,89;47,79;16,20;750,93;90,00;4,00;33,67;14,50;14,13;14,13
Quarta;50;0;24,72;47,52;23,46;48,26;26,50;42,00;25,10;45,90;23,70;52,13;17,73;53,77;24,20;44,63;25,00;48,70;23,89;47,79;16,30;750,92;90,00;4,00;36,83;14,60;48,28;48,28
Quarta;50;0;24,73;47,59;23,50;48,29;26,50;42,00;25,10;46,00;23,70;51,93;17,70;53,56;24,21;44,77;25,00;48,79;23,89;47,81;16,40;750,90;90,00;4,00;40,00;14,70;25,15;25,15
Quarta;50;0;24,73;47,59;23,50;48,29;26,50;42,05;25,10;46,00;23,70;51,73;17,63;52,76;24,27;44,90;25,00;48,79;23,89;47,90;16,43;750,92;89,67;4,00;38,00;14,68;32,10;32,10
Quarta;50;0;24,73;47,66;23,53;48,36;26,50;42,05;25,10;46,03;23,70;51,56;17,99;53,59;24,26;45,00;25,00;48,86;23,89;47,90;16,47;750,93;89,33;4,00;36,00;14,67;27,57;27,57
Quarta;60;0;24,70;47,70;23,67;48,23;26,50;42,09;25,10;45,83;23,70;51,43;18,80;51,87;24,29;45,20;25,00;48,93;23,91;47,91;16,50;750,95;89,00;4,00;34,00;14,65;43,30;43,30
Quarta;50;0;24,70;47,76;23,82;48,00;26,50;42,09;25,10;45,79;23,70;51,16;19,29;47,16;24,29;45,25;25,00;49,00;24,00;48,00;16,53;750,97;88,67;4,00;32,00;14,63;42,58;42,58
Quarta;60;0;24,79;47,83;23,89;48,00;26,50;42,12;25,17;45,73;23,70;51,09;19,29;43,29;24,29;45,36;25,00;49,00;24,00;48,00;16,57;750,98;88,33;4,00;30,00;14,62;15,67;15,67
Quarta;60;0;24,79;47,90;24,00;47,76;26,50;42,09;25,20;45,66;23,70;50,97;19,39;39,06;24,29;45,40;24,96;49,02;24,00;48,00;16,60;751,00;88,00;4,00;28,00;14,60;37,99;37,99
Quarta;60;0;24,79;47,90;24,00;47,70;26,54;42,09;25,20;45,59;23,70;50,90;19,46;37,46;24,29;45,29;24,92;49,02;24,00;48,00;16,70;751,00;87,33;4,17;30,00;14,57;35,98;35,98
Quarta;50;0;24,79;47,90;24,05;47,59;26,56;42,09;25,20;45,59;23,70;50,79;19,46;35,79;24,29;45,24;24,97;49,00;24,00;47,98;16,80;751,00;86,67;4,33;32,00;14,53;10,44;10,44
Quarta;60;0;24,79;47,90;24,13;47,43;26,54;42,09;25,20;45,53;23,70;50,73;19,66;36,06;24,29;45,20;25,00;49,00;24,00;47,90;16,90;751,00;86,00;4,50;34,00;14,50;44,46;44,46
Quarta;60;0;24,79;47,90;24,26;47,23;26,59;42,09;25,20;45,56;23,75;50,65;20,10;33,10;24,36;45,17;24,97;49,00;24,00;47,90;17,00;751,00;85,33;4,67;36,00;14,47;25,99;25,99
Quarta;50;0;24,79;47,90;24,53;46,86;26,56;42,09;25,20;45,50;23,79;50,56;20,56;32,09;24,39;45,09;25,00;49,00;24,00;47,81;17,10;751,00;84,67;4,83;38,00;14,43;32,31;32,31
Quarta;60;0;24,79;47,90;24,67;46,53;26,60;42,03;25,23;45,50;23,79;50,50;21,06;27,56;24,41;45,05;25,00;49,00;24,00;47,79;17,20;751,00;84,00;5,00;40,00;14,40;3,79;3,79
Quarta;60;0;24,82;47,90;24,82;46,13;26,60;42,05;25,29;45,50;23,79;50,40;21,72;24,30;24,50;45,07;25,00;48,96;24,00;47,79;17,32;750,97;84,33;4,83;40,00;14,58;21,62;21,62
Quarta;50;0;24,89;47,90;24,96;45,86;26,60;42,01;25,29;45,40;23,79;50,33;22,17;22,03;24,50;45,00;25,01;48,94;24,00;47,70;17,43;750,93;84,67;4,67;40,00;14,77;17,86;17,86
Quarta;60;0;24,89;47,79;25,10;45,51;26,60;42,09;25,36;45,37;23,79;50,29;22,42;18,50;24,50;45,00;25,10;48,96;24,00;47,70;17,55;750,90;85,00;4,50;40,00;14,95;9,78;9,78
Quarta;60;0;24,89;47,79;25,10;45,40;26,60;42,00;25,39;45,29;23,79;50,29;21,90;16,90;24,56;44,99;25,10;48,93;24,00;47,70;17,67;750,87;85,33;4,33;40,00;15,13;27,79;27,79
Quarta;60;0;24,89;47,76;25,06;45,40;26,60;42,00;25,39;45,20;23,79;50,29;21,43;17,50;24,60;44,90;25,10;48,90;24,00;47,68;17,78;750,83;85,67;4,17;40,00;15,32;3,01;3,01
Quarta;50;0;24,89;47,70;25,13;45,37;26,70;42,00;25,39;45,20;23,86;50,29;21,40;20,33;24,61;44,91;25,10;48,81;24,00;47,59;17,90;750,80;86,00;4,00;40,00;15,50;14,64;14,64
Quarta;60;0;24,95;47,65;25,39;44,92;26,70;42,00;25,39;45,20;23,82;50,20;22,40;17,99;24,70;45,00;25,10;48,79;24,07;47,67;17,75;750,73;86,33;3,67;40,00;15,40;17,06;17,06
Quarta;50;0;25,00;47,59;25,48;44,64;26,70;42,00;25,46;45,13;23,89;50,20;23,39;13,57;24,70;45,00;25,10;48,73;24,10;47,74;17,60;750,67;86,67;3,33;40,00;15,30;44,04;44,04
Quarta;60;0;25,00;47,53;25,43;44,55;26,70;42,06;25,43;45,09;23,89;50,20;23,26;11,83;24,70;44,94;25,20;48,74;24,10;47,71;17,45;750,60;87,00;3,00;40,00;15,20;23,87;23,87
Quarta;50;0;25,10;47,50;25,42;44,56;26,70;42,00;25,50;45,09;23,89;50,13;23,20;11,53;24,72;44,88;25,20;48,71;24,10;47,74;17,30;750,53;87,33;2,67;40,00;15,10;17,37;17,37
Quarta;50;0;25,10;47,50;25,50;44,40;26,70;42,00;25,50;45,06;23,89;50,09;23,46;10,27;24,75;44,79;25,20;48,68;24,10;47,70;17,15;750,47;87,67;2,33;40,00;15,00;49,24;49,24
